household_id,month,days_in_billing_period,household_size,area_type,has_air_conditioning,num_appliances_in_household,monthly_budget_usd,electricity_rate_per_kwh,appliance_name,num_units,power_rating_watts,is_battery_powered,charge_hours_per_cycle,charges_per_month,max_usage_hours_per_day,avg_hours_used_per_day,total_monthly_hours,kwh_per_hour,monthly_kwh_consumption,appliance_monthly_cost_usd,appliance_priority,household_total_kwh,household_total_cost_usd,budget_remaining_usd,budget_exceeded,cost_share_pct,optimal_hours_per_day,optimal_monthly_cost_usd,whatif_add_appliance_new_total_cost,whatif_increase_usage_10pct_new_cost,whatif_budget_increase_20pct
26,1,31,2,rural,1,13,152.25,0.1317,Ceiling Fan,1,75,0,,,1.8,1.5,46.5,0.075,3.4875,0.4593,2,1189.2845,156.6288,-4.3788,1,0.29,1.5,0.4593,175.001,172.2917,182.7
26,1,31,2,rural,1,13,152.25,0.1317,Vacuum Cleaner,1,1400,0,,,5.2,4.4,136.4,1.4,190.96,25.1494,3,1189.2845,156.6288,-4.3788,1,16.06,4.4,25.1494,175.001,172.2917,182.7
26,1,31,2,rural,1,13,152.25,0.1317,Electric Oven,1,2400,0,,,2.6,1.7,52.7,2.4,126.48,16.6574,2,1189.2845,156.6288,-4.3788,1,10.63,1.7,16.6574,175.001,172.2917,182.7
26,1,31,2,rural,1,13,152.25,0.1317,Television,1,150,0,,,4.2,2.6,80.6,0.15,12.09,1.5923,3,1189.2845,156.6288,-4.3788,1,1.02,2.6,1.5923,175.001,172.2917,182.7
26,1,31,2,rural,1,13,152.25,0.1317,Dishwasher,1,1200,0,,,7.0,7.0,217.0,1.2,260.4,34.2947,3,1189.2845,156.6288,-4.3788,1,21.9,7.0,34.2947,175.001,172.2917,182.7
26,1,31,2,rural,1,13,152.25,0.1317,Gaming Console,1,150,0,,,3.1,2.3,71.3,0.15,10.695,1.4085,3,1189.2845,156.6288,-4.3788,1,0.9,2.3,1.4085,175.001,172.2917,182.7
27,4,31,5,urban,1,8,123.86,0.1275,Refrigerator,1,150,0,,,24.0,24.0,744.0,0.15,111.6,14.229,1,811.937,103.522,20.338,0,13.74,24.0,14.229,121.3082,113.8742,148.63
27,4,31,5,urban,1,8,123.86,0.1275,Phone Charger,1,10,1,1.5,30.0,1.45,1.45,45.0,0.01,0.45,0.0574,2,811.937,103.522,20.338,0,0.06,1.45,0.0573,121.3082,113.8742,148.63
27,4,31,5,urban,1,8,123.86,0.1275,LED Lighting,1,60,0,,,6.5,5.7,176.7,0.06,10.602,1.3518,1,811.937,103.522,20.338,0,1.31,5.7,1.3518,121.3082,113.8742,148.63
27,4,31,5,urban,1,8,123.86,0.1275,Ceiling Fan,2,150,0,,,3.0,1.4,86.8,0.15,6.51,0.83,2,811.937,103.522,20.338,0,0.8,1.4,0.83,121.3082,113.8742,148.63
27,4,31,5,urban,1,8,123.86,0.1275,Television,1,150,0,,,5.9,4.7,145.7,0.15,21.855,2.7865,3,811.937,103.522,20.338,0,2.69,4.7,2.7865,121.3082,113.8742,148.63
27,4,31,5,urban,1,8,123.86,0.1275,Water Heater,1,4000,0,,,4.2,3.3,102.3,4.0,409.2,52.173,1,811.937,103.522,20.338,0,50.4,3.3,52.173,121.3082,113.8742,148.63
27,4,31,5,urban,1,8,123.86,0.1275,Washing Machine,1,500,0,,,7.5,6.4,198.4,0.5,99.2,12.648,2,811.937,103.522,20.338,0,12.22,6.4,12.648,121.3082,113.8742,148.63
27,4,31,5,urban,1,8,123.86,0.1275,Dishwasher,1,1200,0,,,5.4,4.1,127.1,1.2,152.52,19.4463,3,811.937,103.522,20.338,0,18.78,4.1,19.4463,121.3082,113.8742,148.63
28,9,28,2,rural,1,8,276.67,0.1309,Refrigerator,1,150,0,,,24.0,24.0,672.0,0.15,100.8,13.1947,1,478.67,62.658,214.012,0,21.06,24.0,13.1947,79.1514,68.9238,332.0
28,9,28,2,rural,1,8,276.67,0.1309,Phone Charger,1,10,1,1.5,30.0,1.61,1.61,45.0,0.01,0.45,0.0589,2,478.67,62.658,214.012,0,0.09,1.61,0.059,79.1514,68.9238,332.0
28,9,28,2,rural,1,8,276.67,0.1309,LED Lighting,3,180,0,,,8.5,7.0,588.0,0.18,35.28,4.6182,1,478.67,62.658,214.012,0,7.37,7.0,4.6182,79.1514,68.9238,332.0
28,9,28,2,rural,1,8,276.67,0.1309,Dishwasher,1,1200,0,,,3.0,1.2,33.6,1.2,40.32,5.2779,3,478.67,62.658,214.012,0,8.42,1.2,5.2779,79.1514,68.9238,332.0
28,9,28,2,rural,1,8,276.67,0.1309,Washing Machine,1,500,0,,,5.8,4.6,128.8,0.5,64.4,8.43,2,478.67,62.658,214.012,0,13.45,4.6,8.43,79.1514,68.9238,332.0
28,9,28,2,rural,1,8,276.67,0.1309,Tablet Charger,1,12,1,3.0,15.0,1.61,1.61,45.0,0.012,0.54,0.0707,3,478.67,62.658,214.012,0,0.11,1.61,0.0708,79.1514,68.9238,332.0
28,9,28,2,rural,1,8,276.67,0.1309,Vacuum Cleaner,1,1400,0,,,7.6,4.9,137.2,1.4,192.08,25.1433,3,478.67,62.658,214.012,0,40.13,4.9,25.1433,79.1514,68.9238,332.0
28,9,28,2,rural,1,8,276.67,0.1309,Microwave,1,1000,0,,,4.5,1.6,44.8,1.0,44.8,5.8643,2,478.67,62.658,214.012,0,9.36,1.6,5.8643,79.1514,68.9238,332.0
29,10,30,1,rural,0,6,59.05,0.0988,Refrigerator,1,150,0,,,24.0,24.0,720.0,0.15,108.0,10.6704,1,627.27,61.9744,-2.9244,1,17.22,22.87,10.168,75.3124,68.1718,70.86
29,10,30,1,rural,0,6,59.05,0.0988,Phone Charger,1,10,1,1.5,30.0,1.5,1.5,45.0,0.01,0.45,0.0445,2,627.27,61.9744,-2.9244,1,0.07,1.5,0.0445,75.3124,68.1718,70.86
29,10,30,1,rural,0,6,59.05,0.0988,LED Lighting,1,60,0,,,6.8,5.9,177.0,0.06,10.62,1.0493,1,627.27,61.9744,-2.9244,1,1.69,5.62,0.9995,75.3124,68.1718,70.86
29,10,30,1,rural,0,6,59.05,0.0988,Water Heater,1,4000,0,,,7.4,3.2,96.0,4.0,384.0,37.9392,1,627.27,61.9744,-2.9244,1,61.22,3.05,36.1608,75.3124,68.1718,70.86
29,10,30,1,rural,0,6,59.05,0.0988,Washing Machine,1,500,0,,,5.1,3.8,114.0,0.5,57.0,5.6316,2,627.27,61.9744,-2.9244,1,9.09,3.8,5.6316,75.3124,68.1718,70.86
29,10,30,1,rural,0,6,59.05,0.0988,Vacuum Cleaner,1,1400,0,,,4.4,1.6,48.0,1.4,67.2,6.6394,3,627.27,61.9744,-2.9244,1,10.71,1.6,6.6394,75.3124,68.1718,70.86
30,6,31,3,rural,0,11,86.61,0.123,Refrigerator,1,150,0,,,24.0,24.0,744.0,0.15,111.6,13.7268,1,1049.672,129.1097,-42.4997,1,10.63,16.1,9.2084,146.2682,142.0207,103.93
30,6,31,3,rural,0,11,86.61,0.123,Phone Charger,1,10,1,1.5,30.0,1.45,1.45,45.0,0.01,0.45,0.0554,2,1049.672,129.1097,-42.4997,1,0.04,1.45,0.0553,146.2682,142.0207,103.93
30,6,31,3,rural,0,11,86.61,0.123,LED Lighting,2,120,0,,,5.5,3.6,223.2,0.12,13.392,1.6472,1,1049.672,129.1097,-42.4997,1,1.28,2.41,1.1027,146.2682,142.0207,103.93
30,6,31,3,rural,0,11,86.61,0.123,Gaming Console,1,150,0,,,6.4,5.8,179.8,0.15,26.97,3.3173,3,1049.672,129.1097,-42.4997,1,2.57,5.8,3.3173,146.2682,142.0207,103.93
30,6,31,3,rural,0,11,86.61,0.123,Clothes Dryer,1,5000,0,,,6.8,2.0,62.0,5.0,310.0,38.13,3,1049.672,129.1097,-42.4997,1,29.53,2.0,38.13,146.2682,142.0207,103.93
30,6,31,3,rural,0,11,86.61,0.123,Desktop Computer,1,200,0,,,7.1,4.4,136.4,0.2,27.28,3.3554,3,1049.672,129.1097,-42.4997,1,2.6,4.4,3.3554,146.2682,142.0207,103.93
30,6,31,3,rural,0,11,86.61,0.123,Laptop,1,65,1,2.0,20.0,1.29,1.29,40.0,0.065,2.6,0.3198,2,1049.672,129.1097,-42.4997,1,0.25,1.29,0.3197,146.2682,142.0207,103.93
30,6,31,3,rural,0,11,86.61,0.123,Vacuum Cleaner,1,1400,0,,,1.4,0.9,27.9,1.4,39.06,4.8044,3,1049.672,129.1097,-42.4997,1,3.72,0.9,4.8044,146.2682,142.0207,103.93
30,6,31,3,rural,0,11,86.61,0.123,Water Heater,1,4000,0,,,5.4,3.5,108.5,4.0,434.0,53.382,1,1049.672,129.1097,-42.4997,1,41.35,2.35,35.8422,146.2682,142.0207,103.93
30,6,31,3,rural,0,11,86.61,0.123,Ceiling Fan,2,150,0,,,6.3,2.8,173.6,0.15,13.02,1.6015,2,1049.672,129.1097,-42.4997,1,1.24,2.5,1.4299,146.2682,142.0207,103.93
30,6,31,3,rural,0,11,86.61,0.123,Washing Machine,1,500,0,,,4.8,4.6,142.6,0.5,71.3,8.7699,2,1049.672,129.1097,-42.4997,1,6.79,4.11,7.8357,146.2682,142.0207,103.93
31,2,28,4,rural,1,9,390.6,0.1214,Refrigerator,1,150,0,,,24.0,24.0,672.0,0.15,100.8,12.2371,1,970.31,117.7955,272.8045,0,10.39,24.0,12.2371,133.0919,129.5751,468.72
31,2,28,4,rural,1,9,390.6,0.1214,Phone Charger,1,10,1,1.5,30.0,1.61,1.61,45.0,0.01,0.45,0.0546,2,970.31,117.7955,272.8045,0,0.05,1.61,0.0547,133.0919,129.5751,468.72
31,2,28,4,rural,1,9,390.6,0.1214,LED Lighting,1,60,0,,,5.3,5.0,140.0,0.06,8.4,1.0198,1,970.31,117.7955,272.8045,0,0.87,5.0,1.0198,133.0919,129.5751,468.72
31,2,28,4,rural,1,9,390.6,0.1214,Television,1,150,0,,,1.8,1.7,47.6,0.15,7.14,0.8668,3,970.31,117.7955,272.8045,0,0.74,1.7,0.8668,133.0919,129.5751,468.72
31,2,28,4,rural,1,9,390.6,0.1214,Clothes Dryer,1,5000,0,,,5.5,2.2,61.6,5.0,308.0,37.3912,3,970.31,117.7955,272.8045,0,31.74,2.2,37.3912,133.0919,129.5751,468.72
31,2,28,4,rural,1,9,390.6,0.1214,Water Heater,1,4000,0,,,7.5,3.8,106.4,4.0,425.6,51.6678,1,970.31,117.7955,272.8045,0,43.86,3.8,51.6678,133.0919,129.5751,468.72
31,2,28,4,rural,1,9,390.6,0.1214,Air Conditioner,1,1500,0,,,1.9,1.3,36.4,1.5,54.6,6.6284,2,970.31,117.7955,272.8045,0,5.63,1.3,6.6284,133.0919,129.5751,468.72
31,2,28,4,rural,1,9,390.6,0.1214,Coffee Maker,1,800,0,,,4.4,2.8,78.4,0.8,62.72,7.6142,3,970.31,117.7955,272.8045,0,6.46,2.8,7.6142,133.0919,129.5751,468.72
31,2,28,4,rural,1,9,390.6,0.1214,Laptop,1,65,1,2.0,20.0,1.43,1.43,40.0,0.065,2.6,0.3156,2,970.31,117.7955,272.8045,0,0.27,1.43,0.316,133.0919,129.5751,468.72
32,7,28,4,urban,1,8,372.65,0.1628,Refrigerator,1,150,0,,,24.0,24.0,672.0,0.15,100.8,16.4102,1,718.282,116.9364,255.7136,0,14.03,24.0,16.4102,137.4492,128.63,447.18
32,7,28,4,urban,1,8,372.65,0.1628,Phone Charger,1,10,1,1.5,30.0,1.61,1.61,45.0,0.01,0.45,0.0733,2,718.282,116.9364,255.7136,0,0.06,1.61,0.0734,137.4492,128.63,447.18
32,7,28,4,urban,1,8,372.65,0.1628,LED Lighting,2,120,0,,,9.6,7.7,431.2,0.12,25.872,4.212,1,718.282,116.9364,255.7136,0,3.6,7.7,4.212,137.4492,128.63,447.18
32,7,28,4,urban,1,8,372.65,0.1628,Dishwasher,1,1200,0,,,6.7,3.3,92.4,1.2,110.88,18.0513,3,718.282,116.9364,255.7136,0,15.44,3.3,18.0513,137.4492,128.63,447.18
32,7,28,4,urban,1,8,372.65,0.1628,Water Heater,1,4000,0,,,3.1,2.2,61.6,4.0,246.4,40.1139,1,718.282,116.9364,255.7136,0,34.3,2.2,40.1139,137.4492,128.63,447.18
32,7,28,4,urban,1,8,372.65,0.1628,Vacuum Cleaner,1,1400,0,,,8.0,5.1,142.8,1.4,199.92,32.547,3,718.282,116.9364,255.7136,0,27.83,5.1,32.547,137.4492,128.63,447.18
32,7,28,4,urban,1,8,372.65,0.1628,Coffee Maker,1,800,0,,,2.0,1.4,39.2,0.8,31.36,5.1054,3,718.282,116.9364,255.7136,0,4.37,1.4,5.1054,137.4492,128.63,447.18
32,7,28,4,urban,1,8,372.65,0.1628,Laptop,1,65,1,2.0,20.0,1.43,1.43,40.0,0.065,2.6,0.4233,2,718.282,116.9364,255.7136,0,0.36,1.43,0.4237,137.4492,128.63,447.18
33,8,30,3,rural,0,8,354.36,0.1471,Refrigerator,1,150,0,,,24.0,24.0,720.0,0.15,108.0,15.8868,1,421.265,61.9681,292.3919,0,25.64,24.0,15.8868,81.8266,68.1649,425.23
33,8,30,3,rural,0,8,354.36,0.1471,Phone Charger,1,10,1,1.5,30.0,1.5,1.5,45.0,0.01,0.45,0.0662,2,421.265,61.9681,292.3919,0,0.11,1.5,0.0662,81.8266,68.1649,425.23
33,8,30,3,rural,0,8,354.36,0.1471,LED Lighting,2,120,0,,,8.5,7.5,450.0,0.12,27.0,3.9717,1,421.265,61.9681,292.3919,0,6.41,7.5,3.9717,81.8266,68.1649,425.23
33,8,30,3,rural,0,8,354.36,0.1471,Vacuum Cleaner,1,1400,0,,,6.7,3.8,114.0,1.4,159.6,23.4772,3,421.265,61.9681,292.3919,0,37.89,3.8,23.4772,81.8266,68.1649,425.23
33,8,30,3,rural,0,8,354.36,0.1471,Ceiling Fan,3,225,0,,,6.5,4.9,441.0,0.225,33.075,4.8653,2,421.265,61.9681,292.3919,0,7.85,4.9,4.8653,81.8266,68.1649,425.23
33,8,30,3,rural,0,8,354.36,0.1471,Space Heater,1,1500,0,,,2.1,2.0,60.0,1.5,90.0,13.239,2,421.265,61.9681,292.3919,0,21.36,2.0,13.239,81.8266,68.1649,425.23
33,8,30,3,rural,0,8,354.36,0.1471,Tablet Charger,1,12,1,3.0,15.0,1.5,1.5,45.0,0.012,0.54,0.0794,3,421.265,61.9681,292.3919,0,0.13,1.5,0.0794,81.8266,68.1649,425.23
33,8,30,3,rural,0,8,354.36,0.1471,Laptop,1,65,1,2.0,20.0,1.33,1.33,40.0,0.065,2.6,0.3825,2,421.265,61.9681,292.3919,0,0.62,1.33,0.3815,81.8266,68.1649,425.23
34,8,28,2,rural,1,8,234.08,0.133,Refrigerator,1,150,0,,,24.0,24.0,672.0,0.15,100.8,13.4064,1,694.038,92.3071,141.7729,0,14.52,24.0,13.4064,109.0651,101.5378,280.9
34,8,28,2,rural,1,8,234.08,0.133,Phone Charger,1,10,1,1.5,30.0,1.61,1.61,45.0,0.01,0.45,0.0599,2,694.038,92.3071,141.7729,0,0.06,1.61,0.06,109.0651,101.5378,280.9
34,8,28,2,rural,1,8,234.08,0.133,LED Lighting,2,120,0,,,6.0,5.3,296.8,0.12,17.808,2.3685,1,694.038,92.3071,141.7729,0,2.57,5.3,2.3685,109.0651,101.5378,280.9
34,8,28,2,rural,1,8,234.08,0.133,Space Heater,1,1500,0,,,5.5,4.9,137.2,1.5,205.8,27.3714,2,694.038,92.3071,141.7729,0,29.65,4.9,27.3714,109.0651,101.5378,280.9
34,8,28,2,rural,1,8,234.08,0.133,Microwave,1,1000,0,,,7.0,6.3,176.4,1.0,176.4,23.4612,2,694.038,92.3071,141.7729,0,25.42,6.3,23.4612,109.0651,101.5378,280.9
34,8,28,2,rural,1,8,234.08,0.133,Washing Machine,1,500,0,,,3.7,1.9,53.2,0.5,26.6,3.5378,2,694.038,92.3071,141.7729,0,3.83,1.9,3.5378,109.0651,101.5378,280.9
34,8,28,2,rural,1,8,234.08,0.133,Ceiling Fan,3,225,0,,,7.2,4.6,386.4,0.225,28.98,3.8543,2,694.038,92.3071,141.7729,0,4.18,4.6,3.8543,109.0651,101.5378,280.9
34,8,28,2,rural,1,8,234.08,0.133,Vacuum Cleaner,1,1400,0,,,4.8,3.5,98.0,1.4,137.2,18.2476,3,694.038,92.3071,141.7729,0,19.77,3.5,18.2476,109.0651,101.5378,280.9
35,12,28,2,rural,1,7,201.89,0.1093,Refrigerator,1,150,0,,,24.0,24.0,672.0,0.15,100.8,11.0174,1,462.702,50.5732,151.3168,0,21.79,24.0,11.0174,64.345,55.6305,242.27
35,12,28,2,rural,1,7,201.89,0.1093,Phone Charger,1,10,1,1.5,30.0,1.61,1.61,45.0,0.01,0.45,0.0492,2,462.702,50.5732,151.3168,0,0.1,1.61,0.0493,64.345,55.6305,242.27
35,12,28,2,rural,1,7,201.89,0.1093,LED Lighting,1,60,0,,,4.3,3.9,109.2,0.06,6.552,0.7161,1,462.702,50.5732,151.3168,0,1.42,3.9,0.7161,64.345,55.6305,242.27
35,12,28,2,rural,1,7,201.89,0.1093,Coffee Maker,1,800,0,,,3.1,1.7,47.6,0.8,38.08,4.1621,3,462.702,50.5732,151.3168,0,8.23,1.7,4.1621,64.345,55.6305,242.27
35,12,28,2,rural,1,7,201.89,0.1093,Television,1,150,0,,,2.0,1.3,36.4,0.15,5.46,0.5968,3,462.702,50.5732,151.3168,0,1.18,1.3,0.5968,64.345,55.6305,242.27
35,12,28,2,rural,1,7,201.89,0.1093,Electric Oven,1,2400,0,,,5.0,4.3,120.4,2.4,288.96,31.5833,2,462.702,50.5732,151.3168,0,62.45,4.3,31.5833,64.345,55.6305,242.27
35,12,28,2,rural,1,7,201.89,0.1093,Microwave,1,1000,0,,,2.2,0.8,22.4,1.0,22.4,2.4483,2,462.702,50.5732,151.3168,0,4.84,0.8,2.4483,64.345,55.6305,242.27
36,8,31,4,urban,1,10,100.09,0.1574,Refrigerator,1,150,0,,,24.0,24.0,744.0,0.15,111.6,17.5658,1,1268.753,199.7016,-99.6116,1,8.8,12.03,8.8049,221.6589,219.6718,120.11
36,8,31,4,urban,1,10,100.09,0.1574,Phone Charger,1,10,1,1.5,30.0,1.45,1.45,45.0,0.01,0.45,0.0708,2,1268.753,199.7016,-99.6116,1,0.04,1.45,0.0708,221.6589,219.6718,120.11
36,8,31,4,urban,1,10,100.09,0.1574,LED Lighting,3,180,0,,,7.3,4.6,427.8,0.18,25.668,4.0401,1,1268.753,199.7016,-99.6116,1,2.02,2.31,2.0289,221.6589,219.6718,120.11
36,8,31,4,urban,1,10,100.09,0.1574,Coffee Maker,1,800,0,,,7.6,7.5,232.5,0.8,186.0,29.2764,3,1268.753,199.7016,-99.6116,1,14.66,7.5,29.2764,221.6589,219.6718,120.11
36,8,31,4,urban,1,10,100.09,0.1574,Water Heater,1,4000,0,,,3.1,3.0,93.0,4.0,372.0,58.5528,1,1268.753,199.7016,-99.6116,1,29.32,1.5,29.2764,221.6589,219.6718,120.11
36,8,31,4,urban,1,10,100.09,0.1574,Desktop Computer,1,200,0,,,5.8,3.6,111.6,0.2,22.32,3.5132,3,1268.753,199.7016,-99.6116,1,1.76,3.6,3.5132,221.6589,219.6718,120.11
36,8,31,4,urban,1,10,100.09,0.1574,Air Conditioner,1,1500,0,,,6.4,6.4,198.4,1.5,297.6,46.8422,2,1268.753,199.7016,-99.6116,1,23.46,4.28,31.3257,221.6589,219.6718,120.11
36,8,31,4,urban,1,10,100.09,0.1574,Vacuum Cleaner,1,1400,0,,,7.0,2.6,80.6,1.4,112.84,17.761,3,1268.753,199.7016,-99.6116,1,8.89,2.6,17.761,221.6589,219.6718,120.11
36,8,31,4,urban,1,10,100.09,0.1574,Ceiling Fan,2,150,0,,,5.0,3.5,217.0,0.15,16.275,2.5617,2,1268.753,199.7016,-99.6116,1,1.28,2.34,1.7127,221.6589,219.6718,120.11
36,8,31,4,urban,1,10,100.09,0.1574,Microwave,1,1000,0,,,7.9,4.0,124.0,1.0,124.0,19.5176,2,1268.753,199.7016,-99.6116,1,9.77,2.67,13.028,221.6589,219.6718,120.11
37,5,28,6,rural,1,6,248.08,0.1141,Refrigerator,1,150,0,,,24.0,24.0,672.0,0.15,100.8,11.5013,1,967.458,110.387,137.693,0,10.42,24.0,11.5013,124.7636,121.4257,297.7
37,5,28,6,rural,1,6,248.08,0.1141,Phone Charger,1,10,1,1.5,30.0,1.61,1.61,45.0,0.01,0.45,0.0513,2,967.458,110.387,137.693,0,0.05,1.61,0.0514,124.7636,121.4257,297.7
37,5,28,6,rural,1,6,248.08,0.1141,LED Lighting,1,60,0,,,7.6,5.6,156.8,0.06,9.408,1.0735,1,967.458,110.387,137.693,0,0.97,5.6,1.0735,124.7636,121.4257,297.7
37,5,28,6,rural,1,6,248.08,0.1141,Gaming Console,1,150,0,,,5.5,4.0,112.0,0.15,16.8,1.9169,3,967.458,110.387,137.693,0,1.74,4.0,1.9169,124.7636,121.4257,297.7
37,5,28,6,rural,1,6,248.08,0.1141,Clothes Dryer,1,5000,0,,,5.7,4.6,128.8,5.0,644.0,73.4804,3,967.458,110.387,137.693,0,66.57,4.6,73.4804,124.7636,121.4257,297.7
37,5,28,6,rural,1,6,248.08,0.1141,Vacuum Cleaner,1,1400,0,,,5.6,5.0,140.0,1.4,196.0,22.3636,3,967.458,110.387,137.693,0,20.26,5.0,22.3636,124.7636,121.4257,297.7
38,11,31,6,urban,1,6,63.8,0.1375,Refrigerator,1,150,0,,,24.0,24.0,744.0,0.15,111.6,15.345,1,432.962,59.5324,4.2676,0,25.78,24.0,15.345,78.7137,65.4856,76.56
38,11,31,6,urban,1,6,63.8,0.1375,Phone Charger,1,10,1,1.5,30.0,1.45,1.45,45.0,0.01,0.45,0.0619,2,432.962,59.5324,4.2676,0,0.1,1.45,0.0618,78.7137,65.4856,76.56
38,11,31,6,urban,1,6,63.8,0.1375,LED Lighting,2,120,0,,,6.0,4.6,285.2,0.12,17.112,2.3529,1,432.962,59.5324,4.2676,0,3.95,4.6,2.3529,78.7137,65.4856,76.56
38,11,31,6,urban,1,6,63.8,0.1375,Electric Oven,1,2400,0,,,2.4,2.0,62.0,2.4,148.8,20.46,2,432.962,59.5324,4.2676,0,34.37,2.0,20.46,78.7137,65.4856,76.56
38,11,31,6,urban,1,6,63.8,0.1375,Microwave,1,1000,0,,,7.1,3.9,120.9,1.0,120.9,16.6238,2,432.962,59.5324,4.2676,0,27.92,3.9,16.6238,78.7137,65.4856,76.56
38,11,31,6,urban,1,6,63.8,0.1375,Washing Machine,1,500,0,,,4.5,2.2,68.2,0.5,34.1,4.6888,2,432.962,59.5324,4.2676,0,7.88,2.2,4.6888,78.7137,65.4856,76.56
39,5,31,2,rural,0,13,354.64,0.1167,Refrigerator,1,150,0,,,24.0,24.0,744.0,0.15,111.6,13.0237,1,1375.358,160.5042,194.1358,0,8.11,24.0,13.0237,176.7839,176.5546,425.57
39,5,31,2,rural,0,13,354.64,0.1167,Phone Charger,1,10,1,1.5,30.0,1.45,1.45,45.0,0.01,0.45,0.0525,2,1375.358,160.5042,194.1358,0,0.03,1.45,0.0525,176.7839,176.5546,425.57
39,5,31,2,rural,0,13,354.64,0.1167,LED Lighting,1,60,0,,,8.7,5.3,164.3,0.06,9.858,1.1504,1,1375.358,160.5042,194.1358,0,0.72,5.3,1.1504,176.7839,176.5546,425.57
39,5,31,2,rural,0,13,354.64,0.1167,Dishwasher,1,1200,0,,,4.8,3.0,93.0,1.2,111.6,13.0237,3,1375.358,160.5042,194.1358,0,8.11,3.0,13.0237,176.7839,176.5546,425.57
39,5,31,2,rural,0,13,354.64,0.1167,Microwave,1,1000,0,,,5.7,4.4,136.4,1.0,136.4,15.9179,2,1375.358,160.5042,194.1358,0,9.92,4.4,15.9179,176.7839,176.5546,425.57
39,5,31,2,rural,0,13,354.64,0.1167,Vacuum Cleaner,1,1400,0,,,5.1,4.5,139.5,1.4,195.3,22.7915,3,1375.358,160.5042,194.1358,0,14.2,4.5,22.7915,176.7839,176.5546,425.57
39,5,31,2,rural,0,13,354.64,0.1167,Electric Stove,1,2000,0,,,7.6,2.9,89.9,2.0,179.8,20.9827,1,1375.358,160.5042,194.1358,0,13.07,2.9,20.9827,176.7839,176.5546,425.57
39,5,31,2,rural,0,13,354.64,0.1167,Desktop Computer,1,200,0,,,2.6,0.8,24.8,0.2,4.96,0.5788,3,1375.358,160.5042,194.1358,0,0.36,0.8,0.5788,176.7839,176.5546,425.57
39,5,31,2,rural,0,13,354.64,0.1167,Electric Oven,1,2400,0,,,7.2,5.0,155.0,2.4,372.0,43.4124,2,1375.358,160.5042,194.1358,0,27.05,5.0,43.4124,176.7839,176.5546,425.57
39,5,31,2,rural,0,13,354.64,0.1167,Coffee Maker,1,800,0,,,7.4,3.4,105.4,0.8,84.32,9.8401,3,1375.358,160.5042,194.1358,0,6.13,3.4,9.8401,176.7839,176.5546,425.57
39,5,31,2,rural,0,13,354.64,0.1167,Laptop,1,65,1,2.0,20.0,1.29,1.29,40.0,0.065,2.6,0.3034,2,1375.358,160.5042,194.1358,0,0.19,1.29,0.3033,176.7839,176.5546,425.57
39,5,31,2,rural,0,13,354.64,0.1167,Water Heater,1,4000,0,,,1.4,1.2,37.2,4.0,148.8,17.365,1,1375.358,160.5042,194.1358,0,10.82,1.2,17.365,176.7839,176.5546,425.57
39,5,31,2,rural,0,13,354.64,0.1167,Television,1,150,0,,,7.4,3.8,117.8,0.15,17.67,2.0621,3,1375.358,160.5042,194.1358,0,1.28,3.8,2.0621,176.7839,176.5546,425.57
40,3,28,4,urban,1,13,381.19,0.1249,Refrigerator,1,150,0,,,24.0,24.0,672.0,0.15,100.8,12.5899,1,886.234,110.6905,270.4995,0,11.37,24.0,12.5899,126.4279,121.7596,457.43
40,3,28,4,urban,1,13,381.19,0.1249,Phone Charger,1,10,1,1.5,30.0,1.61,1.61,45.0,0.01,0.45,0.0562,2,886.234,110.6905,270.4995,0,0.05,1.61,0.0563,126.4279,121.7596,457.43
40,3,28,4,urban,1,13,381.19,0.1249,LED Lighting,3,180,0,,,8.5,5.6,470.4,0.18,28.224,3.5252,1,886.234,110.6905,270.4995,0,3.18,5.6,3.5252,126.4279,121.7596,457.43
40,3,28,4,urban,1,13,381.19,0.1249,Electric Stove,1,2000,0,,,3.9,1.4,39.2,2.0,78.4,9.7922,1,886.234,110.6905,270.4995,0,8.85,1.4,9.7922,126.4279,121.7596,457.43
40,3,28,4,urban,1,13,381.19,0.1249,Tablet Charger,1,12,1,3.0,15.0,1.61,1.61,45.0,0.012,0.54,0.0674,3,886.234,110.6905,270.4995,0,0.06,1.61,0.0676,126.4279,121.7596,457.43
40,3,28,4,urban,1,13,381.19,0.1249,Gaming Console,1,150,0,,,4.4,2.6,72.8,0.15,10.92,1.3639,3,886.234,110.6905,270.4995,0,1.23,2.6,1.3639,126.4279,121.7596,457.43
40,3,28,4,urban,1,13,381.19,0.1249,Water Heater,1,4000,0,,,7.7,2.5,70.0,4.0,280.0,34.972,1,886.234,110.6905,270.4995,0,31.59,2.5,34.972,126.4279,121.7596,457.43
40,3,28,4,urban,1,13,381.19,0.1249,Dishwasher,1,1200,0,,,3.6,2.2,61.6,1.2,73.92,9.2326,3,886.234,110.6905,270.4995,0,8.34,2.2,9.2326,126.4279,121.7596,457.43
40,3,28,4,urban,1,13,381.19,0.1249,Laptop,1,65,1,2.0,20.0,1.43,1.43,40.0,0.065,2.6,0.3247,2,886.234,110.6905,270.4995,0,0.29,1.43,0.3251,126.4279,121.7596,457.43
40,3,28,4,urban,1,13,381.19,0.1249,Ceiling Fan,1,75,0,,,7.0,2.6,72.8,0.075,5.46,0.682,2,886.234,110.6905,270.4995,0,0.62,2.6,0.682,126.4279,121.7596,457.43
